REGION,COMUNA,ZONA,SEXO,EDAD,P52_1,P52_2,P52_3,P52_4,P52_5,P52_6,P52_7,P52_8,GSE,P38,P42
5,21,1,1,15,5,6,6,4,5,4,5,5,4,1,99
5,21,1,1,17,3,1,5,1,10,9,7,6,4,2,99
5,21,1,1,17,1,3,4,1,7,2,1,5,3,1,99
5,21,1,1,15,1,1,1,1,6,8,1,5,4,1,99
5,21,1,2,25,4,4,5,4,7,6,5,5,2,2,1
5,21,1,2,16,1,1,3,1,3,2,1,1,4,1,3
5,21,1,2,16,1,1,1,1,9,5,7,5,2,1,1
5,21,1,1,17,4,5,4,4,3,10,1,1,2,1,1
5,21,1,2,28,1,1,1,1,5,1,8,5,3,2,2
5,21,1,1,27,1,1,2,1,1,1,4,6,2,2,99
5,21,1,2,16,3,4,5,4,7,6,5,3,3,1,1
5,21,1,1,18,1,1,8,4,5,7,7,10,4,1,2
13,125,1,2,27,1,1,1,2,1,1,2,1,2,2,99
13,125,1,2,22,1,3,1,2,1,1,3,5,4,2,1
13,125,1,1,23,2,2,2,3,10,3,4,1,4,2,1
13,125,1,1,28,1,1,1,1,5,1,5,1,3,2,2
13,125,1,2,25,1,1,5,1,6,1,4,4,3,2,3
13,125,1,2,29,1,1,1,1,1,1,6,5,3,2,3
13,103,1,2,27,4,4,4,4,6,3,6,6,2,2,2
13,103,1,1,25,5,5,5,1,3,5,2,1,4,2,1
13,103,1,2,19,5,5,6,1,5,5,5,2,3,2,3
13,103,1,1,15,3,3,9,3,1,3,3,3,3,1,3
13,103,1,2,23,1,3,5,1,3,3,5,1,3,2,1
13,103,1,2,29,5,5,5,5,5,5,7,3,1,2,2
13,107,1,1,16,1,1,1,1,5,4,4,10,4,2,1
13,107,1,2,24,3,4,2,3,5,3,6,4,4,2,1
13,107,1,2,26,1,1,3,1,5,1,3,1,4,2,3
13,107,1,2,16,4,5,3,2,3,3,5,7,3,1,1
13,107,1,2,20,4,4,1,1,6,1,5,5,4,1,3
13,107,1,2,20,2,2,3,2,5,2,2,5,3,2,1
13,103,1,1,27,1,1,1,1,1,1,1,1,3,2,1
13,103,1,2,16,6,6,7,6,7,7,7,6,3,1,1
13,103,1,2,19,1,9,9,1,10,8,8,5,3,2,1
13,103,1,2,22,1,8,9,1,9,9,8,1,2,2,1
13,103,1,2,27,2,6,6,2,2,6,2,3,2,2,1
13,103,1,1,15,10,10,10,7,10,10,10,10,3,1,1
13,125,1,2,19,5,6,9,7,8,5,8,6,3,2,1
13,125,1,2,17,2,1,3,1,2,3,4,2,4,1,3
13,125,1,1,24,1,1,1,1,3,2,4,10,3,2,2
13,125,1,1,20,4,5,5,5,6,4,5,5,3,2,2
13,125,1,1,19,6,7,6,6,6,5,1,1,3,2,1
13,125,1,2,28,4,5,4,2,4,4,5,4,5,2,99
13,125,1,2,18,1,1,2,1,7,4,5,4,4,1,99
13,125,1,2,23,1,1,2,1,4,2,4,4,4,2,1
13,125,1,2,28,5,6,5,5,6,5,8,7,3,2,3
13,113,1,2,16,1,1,4,1,10,1,3,4,4,1,1
13,113,1,2,15,3,3,4,3,4,3,4,3,4,1,1
13,113,1,2,19,1,3,6,3,8,5,5,3,4,2,1
13,113,1,2,25,1,1,2,2,7,2,3,1,4,2,1
13,113,1,2,22,1,1,3,1,3,1,3,1,4,2,3
13,113,1,1,28,1,1,1,1,1,1,1,1,5,2,3
13,115,1,1,19,1,2,2,2,4,2,2,2,3,2,1
13,115,1,1,20,4,3,2,2,4,2,2,2,3,2,3
13,115,1,2,22,1,1,1,1,5,2,2,2,3,2,1
13,115,1,2,28,2,2,2,2,6,4,4,4,2,2,1
13,115,1,1,22,4,4,4,4,5,4,4,4,2,2,1
13,115,1,2,15,2,2,2,2,2,2,3,8,3,1,1
5,21,1,2,24,1,1,1,1,1,1,5,3,3,2,99
5,21,1,1,15,5,5,7,4,8,4,7,5,4,1,1
5,21,1,2,20,1,1,1,1,5,1,3,1,4,2,3
5,21,1,1,20,6,6,6,5,7,6,8,4,3,2,1
5,21,1,2,24,7,7,8,6,10,9,7,10,3,2,1
5,21,1,2,27,4,8,8,5,10,7,8,5,4,2,1
5,21,1,1,26,1,1,1,1,1,1,1,1,4,2,2
5,21,1,1,17,1,3,4,1,4,7,5,4,4,1,99
5,21,1,1,24,1,4,4,1,10,1,5,3,4,2,1
5,21,1,1,15,5,3,6,5,8,6,6,6,4,1,99
5,21,1,2,19,8,5,6,7,5,7,5,5,4,1,1
5,21,1,1,23,1,1,1,1,1,1,1,1,4,2,2
13,98,1,1,19,2,6,4,2,5,3,3,5,4,2,99
13,98,1,2,27,3,7,3,3,10,1,6,5,4,2,1
13,98,1,2,19,2,5,3,3,2,3,5,7,3,1,99
13,98,1,1,17,3,6,3,2,1,2,5,4,4,2,1
13,98,1,1,27,3,6,4,3,3,3,4,5,3,2,1
13,98,1,2,27,3,7,4,3,6,3,5,8,4,2,1
13,98,1,2,29,3,4,3,2,4,3,5,5,4,2,99
13,98,1,2,28,3,6,4,3,3,3,5,4,4,2,1
13,98,1,1,27,3,6,4,3,3,2,5,5,3,2,1
13,98,1,2,21,1,4,7,4,2,5,6,3,4,2,1
13,98,1,2,25,4,6,4,3,3,3,5,4,3,2,1
13,98,1,2,19,2,6,4,3,4,3,5,5,4,2,1
13,103,1,1,25,2,1,6,4,4,3,4,5,2,2,3
13,103,1,2,19,3,3,3,2,8,2,5,1,1,2,2
13,103,1,1,29,1,3,4,1,5,2,5,1,2,2,1
13,103,1,2,19,1,3,5,3,5,6,3,7,4,1,2
13,103,1,1,16,1,3,3,4,7,7,7,3,2,1,1
13,103,1,2,26,1,1,1,1,1,1,1,1,4,2,3
13,129,1,2,27,4,3,8,5,4,3,5,5,2,2,3
13,129,1,2,20,4,3,4,5,4,6,4,4,3,2,3
13,129,1,1,16,4,5,1,1,1,1,1,1,1,1,99
13,129,1,2,29,4,5,6,5,4,6,6,4,4,2,1
13,129,1,1,16,3,4,5,6,5,4,4,5,4,1,3
13,129,1,2,20,5,6,7,6,5,6,6,5,3,2,3
13,128,1,1,23,2,2,3,2,6,2,5,1,3,2,3
13,128,1,1,18,4,7,5,2,8,1,8,10,2,1,3
13,128,1,2,17,3,2,4,3,3,3,1,1,3,1,1
13,128,1,2,15,1,3,1,3,10,1,3,1,2,1,2
13,128,1,2,16,1,1,1,1,1,1,1,5,4,1,99
13,128,1,1,26,4,6,4,4,7,5,3,2,3,2,99
13,129,1,1,21,5,4,3,3,5,4,3,3,3,2,3
13,129,1,2,24,5,5,5,6,8,5,5,6,4,2,3
13,129,1,2,22,3,2,3,4,3,3,2,4,2,2,3
13,129,1,1,16,5,4,5,5,6,5,5,4,3,1,3
13,129,1,2,16,5,5,5,4,5,5,6,4,3,1,3
13,129,1,2,19,4,3,3,4,3,3,5,10,4,2,3
13,122,1,1,26,1,1,1,1,1,1,1,1,3,2,1
13,122,1,1,27,2,2,1,1,2,2,2,2,3,2,1
13,122,1,1,18,1,2,2,2,3,2,2,2,4,2,1
13,122,1,1,18,3,4,3,3,4,3,3,3,1,1,1
13,122,1,2,22,2,2,2,2,4,2,2,2,3,2,1
13,122,1,1,23,1,4,4,1,2,2,3,1,4,2,1
13,113,1,2,15,1,3,3,3,3,3,4,4,4,1,1
13,113,1,2,17,1,2,2,3,3,2,2,1,4,1,3
13,113,1,2,24,2,3,3,4,4,5,5,4,3,2,3
13,113,1,2,26,1,1,10,1,10,1,10,1,4,2,3
13,113,1,1,18,1,1,2,2,4,2,2,3,4,1,1
13,121,1,1,23,1,1,5,1,5,3,4,2,3,2,2
13,121,1,1,16,6,6,7,7,6,6,5,6,3,2,2
13,121,1,2,25,3,4,4,5,3,3,3,3,4,2,2
13,121,1,1,21,4,4,5,4,4,4,4,4,3,2,2
13,121,1,1,16,3,3,3,3,3,2,2,2,4,2,2
13,121,1,1,16,4,3,4,7,6,6,4,4,4,2,1
13,121,1,1,26,3,4,6,5,5,5,6,5,4,2,2
13,121,1,2,26,5,5,1,1,1,3,3,3,4,2,2
13,121,1,2,26,1,1,3,3,3,3,1,1,4,2,2
13,121,1,1,28,1,1,4,1,1,1,1,1,4,2,99
13,121,1,2,15,3,8,8,6,8,6,6,6,3,2,99
13,121,1,1,17,1,6,4,1,1,1,1,4,4,2,99
15,139,1,2,21,1,1,1,1,6,2,6,2,3,2,2
15,139,1,2,23,1,1,1,1,1,1,1,1,3,2,1
15,139,1,1,20,2,2,4,2,1,5,3,1,4,2,1
15,139,1,2,18,2,6,5,5,10,8,4,4,4,1,3
15,139,1,1,16,5,6,6,6,5,6,6,1,3,1,2
15,139,1,2,25,1,1,1,1,5,5,3,1,5,2,1
7,52,1,2,26,1,1,1,1,5,6,5,1,4,2,3
7,52,1,2,29,1,2,5,3,1,6,7,3,5,2,3
7,52,1,2,19,3,9,3,3,9,7,6,7,4,2,2
7,52,1,1,25,4,4,4,4,4,4,5,5,4,2,3
7,52,1,2,17,4,6,5,4,5,5,8,7,5,1,1
7,52,1,2,22,3,4,4,4,5,5,3,3,4,2,2
7,52,1,1,18,5,5,5,5,5,5,5,3,3,1,1
7,52,1,1,16,2,2,2,2,6,2,4,10,4,1,3
7,52,1,2,21,5,4,2,3,5,3,3,3,2,2,1
7,52,1,1,25,2,2,2,2,9,2,3,2,2,2,3
7,52,1,2,16,1,1,3,1,6,4,4,4,4,1,1
7,52,1,2,20,2,2,3,2,2,1,1,2,3,2,3
7,52,1,2,22,1,1,1,1,2,1,1,1,1,2,2
7,51,1,1,16,1,3,2,1,7,1,5,3,4,1,3
7,51,1,2,28,1,1,1,1,9,1,2,2,4,2,3
7,51,1,1,18,4,4,4,4,10,4,5,6,5,1,1
7,51,1,2,23,3,3,4,3,5,4,4,4,3,2,3
7,51,1,2,26,3,3,3,3,3,3,3,3,4,2,1
7,51,1,1,15,3,4,5,3,7,6,5,2,5,1,1
7,52,1,2,26,4,7,4,4,8,5,5,3,2,2,1
7,52,1,2,18,4,1,1,1,1,5,1,5,4,1,1
7,52,1,2,20,99,99,99,99,99,99,99,99,3,2,1
7,52,1,2,21,1,1,1,1,10,1,1,1,3,2,2
7,52,1,1,15,1,1,4,1,8,1,1,1,3,1,1
7,52,1,1,22,3,2,6,4,8,5,5,10,3,2,1
15,139,1,2,17,4,4,4,4,6,4,6,3,4,1,1
15,139,1,1,17,2,3,3,1,6,2,2,2,4,1,3
7,52,1,2,27,1,4,1,4,1,2,1,6,2,2,3
7,52,1,1,21,1,5,1,1,1,1,1,10,4,2,1
7,52,1,1,29,4,4,4,1,5,1,5,3,3,2,2
7,52,1,2,26,2,2,2,2,2,2,2,2,4,2,1
7,52,1,2,27,1,1,4,1,8,3,8,8,4,2,1
7,52,1,1,26,1,1,1,1,5,1,1,1,3,2,1
7,51,1,1,20,2,2,3,2,6,3,5,1,3,2,1
7,51,1,2,17,1,1,4,1,1,1,1,1,4,1,99
7,51,1,2,19,2,2,2,2,2,2,4,3,2,1,1
7,51,1,1,24,3,3,5,2,5,5,4,3,2,2,1
7,51,1,1,25,4,3,4,3,7,3,4,10,1,2,99
7,51,1,1,16,4,4,4,4,10,4,4,4,2,1,3
15,139,1,2,27,1,2,4,1,5,3,5,5,4,2,3
15,139,1,2,15,1,1,1,1,1,2,1,1,4,1,1
15,139,1,2,16,3,5,7,5,7,3,5,1,3,1,2
15,139,1,2,26,2,1,2,1,3,2,4,5,4,2,1
15,139,1,2,25,1,1,1,1,1,1,1,1,3,2,3
15,139,1,2,22,1,1,3,2,8,3,5,7,4,2,3
5,23,1,1,28,1,1,5,1,5,5,5,1,3,2,2
5,23,1,1,19,9,10,10,9,10,10,9,9,2,1,1
5,23,1,2,25,1,1,1,3,5,5,3,1,2,2,1
5,23,1,1,19,3,3,3,3,8,4,5,2,4,2,3
5,23,1,2,19,4,3,3,3,7,6,5,4,4,2,3
5,23,1,1,19,3,4,6,2,7,7,6,6,3,2,2
5,24,1,2,15,3,4,3,2,4,5,5,4,2,1,99
5,24,1,1,28,1,3,1,1,1,3,4,4,4,2,1
5,24,1,2,16,2,3,3,2,3,4,4,4,4,1,99
5,24,1,2,25,2,4,3,2,4,3,4,4,3,2,99
5,24,1,2,19,3,7,5,3,7,5,5,4,4,2,3
5,24,1,2,28,2,3,3,3,5,4,5,3,4,2,1
15,139,1,1,21,6,4,5,3,6,7,7,3,3,2,1
15,139,1,1,21,1,2,1,1,3,3,4,9,3,2,99
15,139,1,2,19,1,1,1,1,4,1,1,1,4,1,3
15,139,1,2,24,1,7,1,1,7,5,5,5,4,2,2
15,139,1,1,22,1,1,1,1,1,3,3,4,4,2,99
15,139,1,1,17,1,1,1,1,4,4,4,7,4,1,99
1,3,1,2,26,1,1,1,1,1,1,1,1,2,2,3
1,3,1,2,15,3,3,4,4,4,3,3,4,3,1,3
1,3,1,2,29,1,1,2,2,1,1,1,1,2,2,3
1,3,1,1,21,3,3,4,4,3,3,4,3,3,2,99
1,3,1,1,25,3,3,3,4,3,3,3,4,3,2,3
1,3,1,2,20,3,3,3,2,2,2,3,3,3,2,99
1,3,1,1,21,4,6,5,4,5,3,6,2,5,2,99
1,3,1,2,27,3,6,6,3,5,2,5,3,4,2,3
1,3,1,2,29,5,5,5,4,9,99,5,3,4,2,3
1,3,1,2,20,7,4,5,7,9,5,5,6,3,2,3
1,3,1,1,17,4,4,5,6,7,5,6,7,2,1,3
1,3,1,2,20,5,4,5,5,4,4,5,4,4,1,99
1,3,1,2,21,2,2,1,1,3,3,3,3,3,2,3
1,3,1,2,28,4,4,5,5,5,4,4,5,4,2,3
1,3,1,2,15,4,4,5,5,4,4,5,4,3,1,3
1,3,1,1,17,5,4,4,5,5,4,4,4,1,1,99
1,3,1,1,17,5,5,4,4,5,5,4,5,3,1,2
1,3,1,2,21,3,3,4,3,3,4,3,3,3,2,3
1,3,1,2,28,2,2,1,1,2,2,3,2,3,2,3
1,3,1,2,26,3,3,3,4,4,3,3,3,4,2,3
1,3,1,2,16,5,5,4,5,5,4,4,4,4,1,3
1,3,1,1,19,1,1,2,2,1,1,1,1,3,1,3
1,3,1,2,19,2,2,4,2,2,4,4,4,3,2,3
8,61,1,1,15,4,4,5,4,6,4,7,7,3,1,1
8,61,1,1,29,1,1,3,1,7,5,1,1,3,2,1
8,61,1,1,28,1,1,1,1,1,1,1,1,4,2,2
8,61,1,1,23,10,10,10,10,10,10,10,10,3,2,3
8,61,1,2,26,1,1,1,1,1,1,1,1,2,2,2
8,61,1,1,20,4,5,4,4,8,8,7,7,3,2,1
10,84,1,1,17,3,1,1,1,6,4,3,5,4,1,1
10,84,1,2,19,7,7,7,7,6,5,6,7,3,2,3
10,84,1,1,26,5,2,2,2,2,3,4,5,3,2,3
10,84,1,2,20,1,1,1,1,6,5,5,5,3,1,3
10,84,1,1,26,2,2,7,2,6,2,5,1,2,2,1
10,84,1,2,27,6,6,6,6,6,6,6,6,2,2,3
10,84,1,1,29,4,6,6,4,6,4,7,5,1,2,1
10,84,1,1,17,4,4,4,4,4,4,4,4,3,1,1
1,3,1,2,22,4,4,3,3,3,4,3,3,4,2,2
1,3,1,2,28,4,5,5,4,4,5,4,4,4,2,3
1,3,1,1,17,3,4,4,4,3,4,4,4,4,1,3
1,3,1,2,24,1,2,2,1,1,2,2,2,4,2,2
1,3,1,1,25,2,2,1,1,1,2,2,2,3,2,3
1,3,1,2,29,3,3,4,4,3,3,4,4,4,2,3
1,3,1,1,16,5,6,6,5,6,5,6,7,3,1,1
1,3,1,2,27,2,1,3,1,4,4,4,1,2,2,1
1,3,1,2,21,4,4,4,3,3,4,3,1,2,2,1
1,3,1,1,24,1,1,2,2,1,1,2,2,1,2,99
1,3,1,1,22,6,8,7,6,4,6,6,6,2,2,1
1,3,1,2,17,1,1,1,1,2,5,5,8,4,2,1
4,14,1,2,20,1,1,5,1,4,2,3,4,5,2,3
4,14,1,2,21,3,4,4,3,3,3,4,1,4,2,2
4,14,1,1,18,5,3,4,3,10,4,6,4,3,1,2
4,14,1,2,23,1,1,1,5,1,1,3,1,3,2,3
4,14,1,1,23,4,4,4,4,4,4,4,4,4,2,1
4,14,1,1,21,1,1,1,1,4,1,4,1,2,2,2
7,52,1,1,28,1,1,5,1,10,2,1,1,3,2,1
7,52,1,2,28,3,3,3,3,5,5,7,1,3,2,1
7,52,1,1,21,4,5,5,5,9,8,6,5,3,2,3
7,52,1,2,20,5,4,3,3,5,5,7,5,4,2,2
7,52,1,2,23,5,3,2,3,7,4,6,1,3,2,1
7,52,1,1,28,1,1,5,1,10,5,1,1,3,2,2
7,52,1,1,24,1,1,1,1,5,1,1,1,3,2,3
7,52,1,1,18,3,5,4,3,4,2,2,3,3,1,3
7,52,1,1,25,1,1,1,1,1,1,1,1,3,2,99
1,3,1,2,28,3,3,4,4,4,4,3,3,3,2,3
1,3,1,2,17,3,2,2,3,3,2,2,3,3,1,3
1,3,1,2,29,3,3,3,4,3,3,3,4,3,2,3
1,3,1,1,17,1,7,6,1,5,3,7,7,1,1,3
1,3,1,1,17,5,7,99,5,10,5,5,5,2,2,99
1,3,1,1,16,2,2,7,2,5,2,2,1,2,1,2
1,3,1,2,22,3,5,5,3,5,3,5,5,4,2,99
1,3,1,1,28,3,3,3,1,7,3,5,8,4,2,99
1,3,1,2,24,1,7,6,1,8,4,7,1,4,2,2
1,3,1,1,19,1,4,4,2,4,2,5,5,4,1,99
1,3,1,2,22,6,5,5,5,99,5,99,5,2,2,99
1,3,1,2,25,4,6,6,4,6,5,6,5,4,2,3
1,3,1,1,15,5,6,6,5,5,5,5,9,4,1,99
1,3,1,2,29,5,5,5,5,9,6,7,8,4,2,99
1,3,1,2,20,2,4,5,4,5,5,5,5,4,2,99
1,3,1,1,15,6,6,6,6,7,7,8,6,4,1,3
1,3,1,2,15,5,1,6,6,10,5,6,5,3,1,3
1,3,1,1,20,3,7,7,4,5,5,6,5,3,2,2
1,3,1,1,21,4,6,6,2,4,5,5,2,3,2,3
1,3,1,2,24,5,5,5,5,5,5,5,5,2,2,3
1,3,1,2,17,1,2,4,1,5,3,1,1,3,1,3
1,3,1,2,22,5,7,7,3,6,3,3,3,1,2,99
1,3,1,2,15,4,4,5,5,4,4,4,5,3,1,3
1,3,1,2,27,4,4,5,4,4,4,4,5,4,2,3
1,3,1,2,15,3,3,2,2,3,3,2,2,3,1,3
1,3,1,1,17,3,3,2,2,3,3,3,2,3,1,99
1,3,1,1,24,4,4,5,5,4,4,5,5,1,2,3
1,3,1,1,21,3,3,4,4,3,3,3,4,5,2,3
1,3,1,1,17,2,2,1,2,2,1,2,3,2,1,3
1,3,1,1,22,4,3,4,4,99,99,5,5,4,2,2
1,3,1,2,15,5,5,4,4,5,5,5,5,3,1,3
4,14,1,2,29,5,5,5,1,5,5,5,5,4,2,2
4,14,1,1,27,1,1,1,1,1,1,1,1,4,2,1
4,14,1,1,21,5,3,3,3,7,7,7,1,4,2,2
4,14,1,2,27,3,3,4,3,5,3,5,7,4,2,3
4,14,1,1,17,1,1,3,1,1,1,2,2,3,1,3
4,14,1,1,26,1,1,3,1,5,3,5,1,3,2,3
4,14,1,2,21,4,4,5,2,10,4,4,6,2,2,3
4,14,1,2,24,4,2,5,1,7,5,2,1,3,2,1
4,14,1,2,18,4,3,4,4,7,5,6,4,4,2,1
4,14,1,1,25,2,4,3,3,5,2,6,3,4,2,1
4,14,1,2,15,6,8,8,8,8,6,10,10,4,1,2
4,14,1,2,23,2,2,2,2,5,2,2,2,3,2,1
5,24,1,2,23,1,7,1,5,6,4,5,4,1,2,1
5,24,1,2,22,1,1,5,1,4,5,5,5,1,2,99
5,24,1,1,25,1,5,5,4,7,4,4,4,3,2,99
5,24,1,2,20,2,3,4,3,5,5,3,1,3,2,1
5,24,1,1,29,2,5,4,1,7,4,4,1,3,2,1
5,24,1,1,20,1,6,1,1,5,5,1,1,2,2,1
5,24,1,1,26,4,5,4,4,5,4,5,3,4,2,3
5,24,1,1,26,4,3,5,3,6,5,6,6,4,2,3
5,24,1,1,20,1,3,2,2,6,2,5,3,3,2,2
5,24,1,2,21,1,3,4,1,10,5,6,4,3,2,3
5,24,1,2,16,1,1,2,1,5,4,6,5,4,1,3
15,139,1,2,18,10,1,8,1,2,3,1,1,2,1,1
15,139,1,1,21,1,3,3,3,3,4,1,2,2,2,1
15,139,1,1,18,99,99,99,99,9,99,99,99,3,2,1
15,139,1,2,25,1,1,1,1,10,5,7,5,4,2,3
5,24,1,1,17,3,3,3,4,5,4,6,6,3,1,3
15,139,1,2,26,1,2,1,2,7,1,5,3,3,2,1
15,139,1,1,28,1,1,1,1,1,1,6,1,2,2,2
15,139,1,2,25,1,1,2,1,10,1,4,1,2,2,1
15,139,1,2,20,1,1,1,1,5,2,6,1,3,2,3
15,139,1,1,15,2,4,3,1,4,5,5,1,4,1,1
15,139,1,2,23,1,1,4,1,5,5,5,5,4,2,99
15,139,1,1,18,3,5,4,4,5,3,1,4,4,1,2
15,139,1,2,15,5,5,5,5,7,5,5,5,3,1,3
15,139,1,2,20,1,5,5,4,7,3,5,1,3,2,2
15,139,1,2,20,1,1,1,1,3,1,5,1,4,2,2
15,139,1,2,28,1,1,6,1,5,6,6,1,3,2,3
5,28,1,1,22,1,1,1,1,4,1,1,1,4,2,99
5,28,1,2,20,1,1,1,1,1,1,1,1,3,2,3
5,28,1,2,25,3,4,4,3,3,3,2,2,3,2,3
5,28,1,2,23,2,3,2,2,5,2,2,1,1,2,1
5,28,1,1,26,3,4,4,3,3,3,3,3,3,2,1
5,28,1,1,22,3,3,3,4,4,5,4,4,4,2,3
5,28,1,2,19,1,1,1,1,4,1,1,1,3,2,1
5,28,1,1,22,1,1,2,1,1,1,1,1,4,2,1
5,28,1,1,29,4,5,4,3,4,4,4,5,4,2,1
5,28,1,2,20,4,5,6,2,6,5,7,3,2,2,3
5,28,1,2,25,4,3,3,4,3,4,4,4,3,2,3
5,28,1,1,17,4,5,5,4,4,5,6,5,1,1,3
7,51,1,2,19,2,4,2,1,5,2,5,2,4,1,1
7,51,1,2,17,4,5,4,4,5,4,5,4,4,1,3
7,51,1,2,29,2,2,2,2,2,2,2,4,3,2,99
7,51,1,2,17,4,4,3,3,8,3,3,3,4,1,3
7,51,1,1,15,4,4,4,4,5,4,5,10,5,1,1
7,51,1,2,17,2,2,4,2,2,2,4,3,4,1,1
4,14,1,2,15,5,5,5,5,5,5,5,5,4,1,99
4,14,1,1,17,1,1,3,1,1,1,9,1,3,1,1
4,14,1,2,15,1,1,2,1,5,5,5,4,4,1,2
4,14,1,1,16,1,5,5,5,5,5,5,5,4,2,1
4,14,1,2,16,1,3,3,4,5,4,5,1,4,1,2
4,14,1,2,21,1,5,5,4,5,4,8,5,4,2,99
1,2,1,1,26,5,6,7,5,4,4,5,7,4,2,1
1,2,1,1,16,3,3,4,3,4,4,3,3,3,1,99
1,2,1,2,27,2,2,2,2,2,1,2,2,4,2,1
1,2,1,2,19,1,1,1,1,4,1,1,1,4,2,99
1,2,1,1,24,1,1,3,1,7,4,5,3,5,2,1
1,2,1,2,15,7,7,8,8,8,7,6,10,2,1,1
1,3,1,2,20,3,5,5,3,7,7,7,4,3,2,2
1,3,1,1,26,5,5,5,4,6,6,6,4,4,2,3
1,3,1,2,22,1,10,5,4,8,2,10,9,3,2,3
1,3,1,1,15,3,3,5,1,7,4,7,3,3,1,1
1,3,1,2,16,6,5,5,4,5,4,6,5,2,1,1
1,3,1,1,27,1,1,1,1,1,1,1,1,3,2,99
1,3,1,1,19,3,3,2,3,3,3,3,2,5,2,3
1,3,1,2,17,3,3,2,2,3,3,2,2,5,1,2
1,3,1,1,25,4,4,4,3,3,4,4,4,2,2,2
1,3,1,1,18,3,2,1,1,1,1,3,3,3,2,99
1,3,1,1,26,1,1,1,1,2,2,1,1,1,2,3
1,3,1,2,19,99,3,2,3,3,2,2,3,5,2,3
4,14,1,2,23,1,2,4,2,2,2,7,1,2,2,1
4,14,1,2,22,1,1,1,1,3,1,1,1,3,2,1
4,14,1,1,26,4,4,4,4,4,4,4,2,1,2,1
4,14,1,1,22,1,1,1,1,1,6,5,4,4,2,1
4,14,1,2,22,1,1,1,1,1,1,1,1,3,2,1
4,14,1,2,20,3,3,5,3,5,5,6,2,3,2,1
1,3,1,1,22,3,2,2,2,5,5,7,7,4,2,1
1,3,1,1,17,3,1,5,3,7,4,7,7,3,1,1
1,3,1,1,28,1,2,3,1,5,5,6,5,3,2,3
1,3,1,1,24,4,5,3,3,5,5,4,6,2,2,99
1,3,1,1,23,1,1,1,1,5,1,5,1,3,2,99
1,3,1,2,28,1,4,4,1,7,1,5,5,3,2,1
4,14,1,2,25,3,5,5,1,8,5,7,6,4,2,3
4,14,1,1,21,7,5,5,1,7,5,7,5,3,2,2
4,14,1,1,27,4,3,5,5,7,5,7,2,1,2,1
4,14,1,2,18,4,4,4,2,6,2,8,4,4,1,3
4,14,1,2,15,2,3,3,2,10,2,2,8,5,1,1
4,14,1,2,25,1,1,1,1,2,1,1,1,3,2,3
15,139,1,1,25,4,4,6,3,3,3,6,5,5,2,3
15,139,1,1,23,1,10,1,1,10,1,1,10,4,2,1
15,139,1,1,23,2,4,2,2,5,5,5,5,3,2,1
15,139,1,1,15,3,3,4,2,6,5,4,5,3,1,1
15,139,1,1,16,5,5,5,5,6,7,7,7,4,1,99
15,139,1,1,19,4,4,4,4,4,4,6,6,4,1,2
15,139,1,1,18,1,4,4,2,8,6,10,4,4,2,3
15,139,1,1,15,7,7,7,7,8,7,6,6,2,1,1
15,139,1,1,15,2,7,5,3,8,4,5,2,3,1,1
15,139,1,1,22,5,5,5,5,6,5,4,5,3,2,1
15,139,1,2,16,1,4,1,3,8,5,5,4,3,1,3
15,139,1,2,26,1,5,5,1,5,2,5,2,2,2,3
15,139,1,2,20,1,2,4,4,6,5,6,6,4,2,1
15,139,1,1,21,1,1,1,1,7,6,6,5,4,2,3
15,139,1,1,22,5,5,5,5,5,5,5,5,4,2,1
15,139,1,2,25,1,5,1,1,9,9,5,9,5,2,1
11,90,1,2,20,1,2,2,2,5,3,2,3,3,2,3
11,90,1,1,23,1,1,5,1,8,5,5,10,2,2,1
11,90,1,2,20,2,2,2,2,2,5,1,1,3,2,1
11,90,1,2,26,1,1,1,1,6,7,1,1,2,2,2
11,90,1,2,25,1,2,1,1,3,1,1,1,4,2,3
11,90,1,1,22,1,1,1,1,1,1,10,10,4,2,2
11,90,1,1,29,1,1,1,1,1,1,1,1,3,2,1
11,90,1,2,21,4,3,6,4,5,6,6,3,2,2,2
11,90,1,2,20,2,2,6,2,4,2,4,2,4,2,1
11,90,1,2,23,3,3,3,2,6,5,8,1,4,2,1
11,90,1,2,23,5,6,6,5,7,5,5,6,4,2,1
11,90,1,2,23,3,4,4,3,6,3,5,3,4,2,1
15,139,1,2,21,5,5,5,4,4,5,5,3,4,2,1
15,139,1,1,24,4,4,3,4,5,3,4,4,2,2,1
15,139,1,1,24,2,2,2,2,6,6,7,8,3,2,1
15,139,1,1,25,4,3,5,4,8,3,4,5,4,2,3
13,98,1,2,24,1,5,7,1,4,3,3,4,4,2,99
13,98,1,2,23,5,6,6,4,3,4,5,2,3,2,1
13,98,1,2,22,1,3,3,1,6,3,3,1,4,2,1
13,98,1,2,22,1,4,4,1,4,3,3,1,3,2,2
13,98,1,2,27,2,1,4,1,7,3,3,1,2,2,3
13,101,1,1,24,2,2,4,2,2,2,6,2,3,2,99
13,101,1,1,21,6,4,6,6,3,4,7,7,4,2,1
13,101,1,1,16,4,4,4,5,4,4,6,4,5,1,3
13,101,1,1,20,4,5,5,4,3,4,4,5,4,1,3
13,101,1,1,16,6,5,5,4,7,6,6,5,3,1,3
13,101,1,2,18,6,6,5,6,6,5,6,6,3,1,3
13,98,1,1,15,5,5,6,4,6,5,4,4,4,1,1
